Protein,go_term_type,go_term
Q7Z392,Function,Rab guanyl-nucleotide exchange factor activity
A5PLN9,Function,Rab guanyl-nucleotide exchange factor activity
O75333,Function,DNA binding
O75333,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9BQ70,Function,DNA binding
Q9BQ70,Function,DNA-binding transcription factor activity
O14776,Function,identical protein binding
O14776,Function,proline-rich region binding
O14776,Function,RNA binding
O14776,Function,RNA polymerase binding
O14776,Function,RNA polymerase II repressing transcription factor binding
O14776,Function,transcription coactivator activity
O14776,Function,transcription corepressor activity
Q15561,Function,DNA-binding transcription factor activity
Q15561,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q15561,Function,RNA polymerase II transcription factor binding
Q15561,Function,sequence-specific DNA binding
Q15561,Function,transcription regulatory region DNA binding
Q00059,Function,chromatin binding
Q00059,Function,"DNA binding, bending"
Q00059,Function,DNA-binding transcription factor activity
Q00059,Function,heat shock protein binding
Q00059,Function,mitochondrial promoter sequence-specific DNA binding
Q00059,Function,RNA binding
Q00059,Function,sequence-specific DNA binding
Q00059,Function,transcription coactivator binding
Q8WY91,Function,DNA binding
Q8WY91,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q8WY91,Function,heme binding
Q8WY91,Function,metal ion binding
Q8WY91,Function,protein homodimerization activity
P10827,Function,chromatin DNA binding
P10827,Function,DNA-binding transcription factor activity
P10827,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P10827,Function,nuclear receptor transcription coactivator activity
P10827,Function,protein domain specific binding
P10827,Function,protein-containing complex binding
P10827,Function,RNA polymerase II regulatory region sequence-specific DNA binding
P10827,Function,signaling receptor activity
P10827,Function,steroid hormone receptor activity
P10827,Function,TBP-class protein binding
P10827,Function,thyroid hormone binding
P10827,Function,thyroid hormone receptor activity
P10827,Function,transcription factor binding
P10827,Function,transcription regulatory region DNA binding
P10827,Function,transcription regulatory region sequence-specific DNA binding
P10827,Function,zinc ion binding
P42765,Function,acetyl-CoA C-acetyltransferase activity
P42765,Function,acetyl-CoA C-acyltransferase activity
P42765,Function,RNA binding
Q16762,Function,5S rRNA binding
Q16762,Function,thiosulfate sulfurtransferase activity
Q13009,Function,guanyl-nucleotide exchange factor activity
Q13009,Function,kinase binding
Q13009,Function,lipid binding
Q13009,Function,microtubule binding
Q13009,Function,Rac guanyl-nucleotide exchange factor activity
Q13009,Function,receptor tyrosine kinase binding
Q13009,Function,Rho guanyl-nucleotide exchange factor activity
Q9Y5J9,Function,zinc ion binding
O15273,Function,BMP binding
O15273,Function,FATZ binding
O15273,Function,ion channel binding
O15273,Function,"protein binding, bridging"
O15273,Function,structural constituent of muscle
O15273,Function,titin binding
O15273,Function,titin Z domain binding
P55072,Function,ADP binding
P55072,Function,ATP binding
P55072,Function,ATPase activity
P55072,Function,BAT3 complex binding
P55072,Function,deubiquitinase activator activity
P55072,Function,identical protein binding
P55072,Function,K48-linked polyubiquitin modification-dependent protein binding
P55072,Function,lipid binding
P55072,Function,MHC class I protein binding
P55072,Function,polyubiquitin modification-dependent protein binding
P55072,Function,protein domain specific binding
P55072,Function,protein phosphatase binding
P55072,Function,RNA binding
P55072,Function,ubiquitin protein ligase binding
P55072,Function,ubiquitin-like protein ligase binding
P55072,Function,ubiquitin-specific protease binding
P04053,Function,DNA binding
P04053,Function,DNA nucleotidylexotransferase activity
P04053,Function,DNA-directed DNA polymerase activity
P04053,Function,metal ion binding
Q15562,Function,disordered domain specific binding
Q15562,Function,DNA-binding transcription factor activity
Q15562,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q15562,Function,protein heterodimerization activity
Q15562,Function,RNA polymerase II transcription factor binding
Q15562,Function,sequence-specific DNA binding
Q15562,Function,transcription coactivator binding
Q15562,Function,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"
Q15562,Function,transcription regulator recruiting activity
Q15562,Function,transcription regulatory region DNA binding
O14746,Function,chaperone binding
O14746,Function,DNA binding
O14746,Function,identical protein binding
O14746,Function,metal ion binding
O14746,Function,nucleotidyltransferase activity
O14746,Function,protein C-terminus binding
O14746,Function,protein homodimerization activity
O14746,Function,protein N-terminus binding
O14746,Function,RNA binding
O14746,Function,RNA-directed 5'-3' RNA polymerase activity
O14746,Function,RNA-directed DNA polymerase activity
O14746,Function,telomerase activity
O14746,Function,telomerase RNA binding
O14746,Function,telomerase RNA reverse transcriptase activity
O14746,Function,telomeric DNA binding
O14746,Function,template-free RNA nucleotidyltransferase
O14746,Function,transcription coactivator binding
O14746,Function,tRNA binding
Q5JUR7,Function,hydrolase activity
Q00403,Function,acetyltransferase activity
Q00403,Function,core promoter binding
Q00403,Function,histone acetyltransferase activity
Q00403,Function,promoter-specific chromatin binding
Q00403,Function,RNA polymerase II complex binding
Q00403,Function,RNA polymerase II core promoter sequence-specific DNA binding
Q00403,Function,TBP-class protein binding
Q00403,Function,thyroid hormone receptor binding
Q00403,Function,transcription factor binding
Q00403,Function,zinc ion binding
Q01664,Function,DNA binding
Q01664,Function,DNA-binding transcription factor activity
Q01664,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q01664,Function,E-box binding
Q01664,Function,histone deacetylase binding
Q01664,Function,protein homodimerization activity
Q01664,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
Q01664,Function,sequence-specific DNA binding
Q01664,Function,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"
Q01664,Function,transcription regulatory region DNA binding
O14948,Function,DNA-binding transcription factor activity
O14948,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
O14948,Function,protein dimerization activity
O14948,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
O14948,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
O14948,Function,transcription coactivator activity
O14948,Function,transcription corepressor activity
Q9H5Q4,Function,RNA binding
Q9H5Q4,Function,"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
Q9H5Q4,Function,transcription coregulator activity
P10600,Function,cytokine activity
P10600,Function,growth factor activity
P10600,Function,identical protein binding
P10600,Function,protein heterodimerization activity
P10600,Function,transforming growth factor beta binding
P10600,Function,transforming growth factor beta receptor binding
P10600,Function,type I transforming growth factor beta receptor binding
P10600,Function,type II transforming growth factor beta receptor binding
P10600,Function,type III transforming growth factor beta receptor binding
Q14188,Function,DNA binding
Q14188,Function,DNA-binding transcription factor activity
Q14188,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q14188,Function,protein domain specific binding
Q14188,Function,transcription coregulator activity
Q14188,Function,transcription factor binding
Q9BT49,Function,C2H2 zinc finger domain binding
Q9BT49,Function,DNA binding
Q9BT49,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9BT49,Function,identical protein binding
Q9BT49,Function,metal ion binding
Q9BT49,Function,protein N-terminus binding
P51811,Function,transporter activity
Q9BU02,Function,hydrolase activity
Q9BU02,Function,magnesium ion binding
Q9BU02,Function,thiamin-triphosphatase activity
Q08629,Function,calcium ion binding
Q08629,Function,collagen binding
Q08629,Function,cysteine-type endopeptidase inhibitor activity
Q08629,Function,extracellular matrix binding
Q08629,Function,metalloendopeptidase inhibitor activity
Q08629,Function,serine-type endopeptidase inhibitor activity
Q9UJW2,Function,cysteine-type endopeptidase activity
Q9UJW2,Function,nucleotide binding
Q9UJW2,Function,polysaccharide binding
Q9UJW2,Function,scavenger receptor activity
Q9GZM7,Function,cysteine-type peptidase activity
Q9GZM7,Function,extracellular matrix structural constituent
Q9GZM7,Function,laminin binding
Q9GZM7,Function,polysaccharide binding
Q9GZM7,Function,scavenger receptor activity
Q86UU9,Function,receptor ligand activity
Q86UU9,Function,signaling receptor binding
Q86UU9,Function,substance K receptor binding
Q86UU9,Function,substance P receptor binding
Q8TC26,Function,zinc ion binding
Q9BSA9,Function,potassium channel activity
Q9BSA9,Function,potassium ion leak channel activity
Q9BYE2,Function,scavenger receptor activity
Q9BYE2,Function,serine-type endopeptidase activity
P28289,Function,actin binding
P28289,Function,actin filament binding
P28289,Function,tropomyosin binding
Q9Y275,Function,cytokine activity
Q9Y275,Function,signaling receptor binding
Q9Y275,Function,tumor necrosis factor receptor binding
Q9HCN3,Function,phospholipase A2 activity
Q9HCN3,Function,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)"
Q9HCN3,Function,"phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)"
Q6ZT21,Function,hydrolase activity
Q6ZT21,Function,metal ion binding
Q8IU80,Function,metalloendopeptidase activity
Q8IU80,Function,serine-type endopeptidase activity
Q7RTY8,Function,serine-type endopeptidase activity
Q7RTY8,Function,serine-type peptidase activity
Q7Z410,Function,serine-type endopeptidase activity
Q86WS5,Function,serine-type endopeptidase activity
P19237,Function,actin binding
P19237,Function,metal ion binding
P48788,Function,actin binding
P48788,Function,troponin T binding
Q13472,Function,DNA binding
Q13472,Function,DNA topoisomerase activity
Q13472,Function,DNA topoisomerase type I activity
Q13472,Function,single-stranded DNA binding
Q13472,Function,zinc ion binding
P48553,Function,Rab guanyl-nucleotide exchange factor activity
P07951,Function,actin binding
P07951,Function,actin filament binding
P07951,Function,identical protein binding
P07951,Function,protein heterodimerization activity
P07951,Function,protein homodimerization activity
P07951,Function,structural constituent of muscle
Q8WTV1,Function,DNA binding
Q8WTV1,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q8WTV1,Function,metal ion binding
O43592,Function,Ran GTPase binding
O43592,Function,tRNA binding
Q9Y584,Function,mitochondrion targeting sequence binding
Q9Y584,Function,protein transmembrane transporter activity
Q6PF06,Function,tRNA (guanine(9)-N(1))-methyltransferase activity
Q6PF06,Function,tRNA (guanine-N1-)-methyltransferase activity
Q6PF06,Function,tRNA binding
Q12893,Function,identical protein binding
Q9NR97,Function,DNA binding
Q9NR97,Function,double-stranded RNA binding
Q9NR97,Function,drug binding
Q9NR97,Function,identical protein binding
Q9NR97,Function,RNA binding
Q9NR97,Function,signaling pattern recognition receptor activity
